"live_in_england","first_name","middle_name","last_name","city","address_l1","address_l2","county","postcode","nhs_number","carry_supplies","reference_id","full_dob","session_id","csrf_token","phone_number_calls","phone_number_texts","contact","know_nhs_number","check_answers_seen","nhs_letter","basic_care_needs","dietary_requirements","medical_conditions","essential_supplies","updated_at","referenceid","unixtimestamp","created_at"
"yes","Byron","Koch","Schuster","Castell Caereinion","3826 Selma Orchard Apt. 381","Lavona Club","Powys - Powys","RH203YU","6353284277","no","20200520-803805-6AAB94","2005-09-28","251cb0be73bd493b85bfdedeb99172b1","bd798140c21141e2ad31d0fce0cc9ba6","(08237) 785717","(06785) 390191","liufmzp@chixntrqjf.hkp","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1974-08-24 23:35:39","20200520-803805-6AAB94","2012-03-20 06:10:07","1974-07-18 09:01:16"
"yes","Zela","Hudson-Reynolds","Reilly","Rewe","28153 Zena Pines Suite 435","McCullough Ramp","Devon","CT202LU","3235566788","no","20200512-727571-CD52C8","2006-07-01","c01a032dbf23479dbdcfd1c47ca63839","c71ef9609b5f4c0dbf4a2ed9e9b195f0","(03864) 608665","06011 97959","qosyrn@obaicxf.gne","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1994-04-06 06:10:26","20200512-727571-CD52C8","1973-01-17 23:27:05","2003-02-08 14:35:04"
"yes","Shyann","Renard","Hessel-Kulas","Hilton","065 Carter Center","Mayer Harbor","Highland","OL165AH","8428492627","no","20200505-399564-161898","2006-12-29","01bf017e5fdd4c2fa9b9d87b9db1f4fb","3eeeb67ec5ef4c8ead4d132fc0d68712","+44(0)3807576434","0175130284","oevyxkqwpn@ki.qlu","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1998-04-06 10:37:02","20200505-399564-161898","1994-06-15 12:11:59","1977-07-25 19:07:19"
"no","Rafael","Cilla","Eichmann","City Dulas","3297 Brain Mews Apt. 247","Mychal Curve","Sir Ynys Mon - Isle of Anglesey","DT4 8BN","2891916213","no","20200428-591390-7950AB","2006-01-21","209169ac593d4057929148f6c6f34f38","a12e89208011497b947ab5040d223fc8","08583 89529","+44(0)946972823","saydjg@ue.gsc","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1997-05-03 19:18:53","20200428-591390-7950AB","1986-04-13 05:45:40","2003-10-28 22:15:57"
"yes","Alvis","Satterfield","Johns","Dorrington","41721 Harlan Streets Suite 405","Hilton Forges","Lincolnshire","TQ1 2RL","9048648215","yes","20200508-860771-C73226","2005-12-05","00c11c33f6694449882460b39e63fd4e","b39e7f70a8d74be1a63751e503fd8e8e","+44(0)7508 211571","0254560336","petw@kpqfc.zeu","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1990-12-19 17:20:05","20200508-860771-C73226","1989-06-01 20:54:16","1994-03-25 19:33:10"
"no","Jayden","Ferry","Runte","Anchor","847 Bogan Mission Apt. 404","Zulauf Cape","Blackburn with Darwen","AL6 0HU","2539635210","no","20200510-207148-C67F67","2005-08-27","efb64d10bc274f3fa085fcf481660374","44dc826599f749b091dfd3501cadcd9a","+44(0)0415 263332","+44(0)5027241661","knqvzrhsu@bz.azo","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1999-10-29 15:50:59","20200510-207148-C67F67","2007-07-25 03:48:16","2014-10-27 22:27:14"
"no","Mariano","Shelli","Klocko","Heath","6198 Concha Summit","Hintz Throughway","Caerdydd - Cardiff","DN7 6DW","4022398549","yes","20200515-386962-46CBFD","2006-11-09","ee20505e6d404cda836b6188370d6bac","70c30f13ee9e49a18a67c2053b04ce40","0666652974","+44(0)241467722","rlwcum@dj.kje","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1985-01-22 14:52:29","20200515-386962-46CBFD","2019-06-16 03:16:15","1992-04-20 01:59:06"
"yes","Eli","Kris","Morar","Hirwaen","881 Waelchi Rapid","Gulgowski Junctions","Sir Ddinbych - Denbighshire","CH490YY","5294566721","no","20200515-493527-62A462","2006-09-30","4860ae21b91a4ff6bca7b499a3121f5e","b945220b261c4602b7960168496cfd4a","01673812420","(01328) 63366","rgko@ru.khx","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2011-05-30 02:02:21","20200515-493527-62A462","1983-06-04 02:22:23","2005-09-08 16:50:16"
"yes","Jake","Becker","Collins","West Sharcott","9348 Clarisa Circle","Rettie Club","Wiltshire","HU130AD","6114761277","no","20200509-239327-DD2BF8","2005-06-22","281b8a2a1398434098565a36ae734bda","9d79a8bca0c5475b810903133f914b99","+44(0)0630 17671","04699 277300","zh@ly.hpk","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2019-03-10 23:17:13","20200509-239327-DD2BF8","2012-08-29 04:00:50","2001-08-20 04:44:35"
"yes","Jaye","Hudson","Krajcik","Westbrook","94191 Osinski Motorway","Russel Dale","County of Herefordshire","PE6 0RB","5973917785","yes","20200425-510364-7500F2","2007-02-28","11df473e40f64037b4331a02ba5bceb7","cfbd8164913242e095e225a446f1a522","+44(0)6888 19828","+44(0)063354470","ktpsg@ah.iwo","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1974-03-29 09:52:19","20200425-510364-7500F2","1984-09-13 20:47:05","2010-11-08 12:54:27"
"no","Calvin","Pagac","Bins-Harber","Longhope","3543 Ardell Plaza","Chloie Radial","Gloucestershire","PO228ET","8652590816","yes","20200515-496453-F5024C","2006-07-17","69100a6371704a65a3a2d9a38c6f3132","fc001cc91ee14fe9a965794a804a092d","(09004) 570787","+44(0)2288 77238","jt@nemwxisqyu.bmv","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1988-06-01 04:05:44","20200515-496453-F5024C","2020-03-23 09:56:17","2008-03-14 16:21:26"
"yes","Lawerence","Sula","Jenkins-Konopelski","Todhills","2387 Rheta Ridge","Gaylon Canyon","County Durham","SK119HG","9341887005","no","20200519-422921-6FE737","2006-02-19","73c19b01439a4548b379c9f30cf5358e","35b47617e7d84ddaaa0948922e95c32b","+44(0)5504710613","01829 419673","lutd@bye.xaj","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2017-08-15 13:09:12","20200519-422921-6FE737","1981-02-15 10:39:50","1984-05-23 14:55:39"
"yes","Buell","Sauer","Pacocha","Brierley","325 Orlando Branch","Predovic Ranch",NA,"E9  5XU","9163475638","no","20200521-754409-39B4D5","2005-10-20","af99c5e75bda453b974f32e7bb6b31e6","9350c822bf064d0d89b7ac2fa6fe2858","04977 04902","0348997735","ximukbpnva@nfiztvopwr.ekc","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1984-01-23 21:01:52","20200521-754409-39B4D5","2006-06-01 00:18:46","1979-06-22 21:19:59"
"no","Ivey","Berge","Parker","Docker","3727 Carroll Station Suite 696","Eliza Flats","Cumbria","BR6 9LG","1110823242","yes","20200520-646533-355966","2005-12-20","7f50d0f3cea84a58b76ad21bdb28268a","e6ce93edc7a74442a33141f417455eca","0510945944","02402 610457","eadgliu@udp.rqb","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2019-07-14 07:01:47","20200520-646533-355966","2005-03-11 05:13:38","1989-01-16 01:07:49"
"yes","Lucia","Sawayn","Brown","Norton Conyers","11072 Alfie Flats Apt. 070","Gulgowski Valleys","North Yorkshire","E8  3GX","9076676916","no","20200521-949545-140FEE","2007-05-07","12acdc3b3981489ca573775bf9f03922","9af374fd9f024719865bd6d598814ae8","+44(0)7646 622324","05965 18328","uxev@kq.mnp","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1989-12-13 22:49:10","20200521-949545-140FEE","1972-09-25 08:52:02","2015-08-09 02:50:36"
"yes","Zachery","Ebert","Kuvalis","Drws-y-coed","1128 Lucina Shores","Abbott Row","Gwynedd - Gwynedd","E13 8AU","8957263114","yes","20200517-185738-99A385","2005-08-21","097d0199491d4e40839af57b3e6c3954","cab7d461994c423da2213a0d03befbf1","01608 86773","(02232) 23520","xpomasln@linrb.esh","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1983-08-14 20:50:47","20200517-185738-99A385","2001-12-12 10:24:46","1972-04-14 14:18:39"
"no","Esteban","Lynch","Grady","Fulwell","008 Flossie Mount","Delle Vista",NA,"BS8 1JL","5811858035","yes","20200512-340084-CA489C","2007-04-01","d40faf9e5f4d4eaf90ca050fbf7fba8b","7380e0d2bd7d41d0aedf6d952279fabf","07682 76010","03645329850","pdygu@fs.yqj","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2016-10-22 22:36:34","20200512-340084-CA489C","1996-06-30 12:55:37","1985-03-06 12:10:20"
"no","Sanders","Grant","Murphy","Crafton","368 Brakus Isle","Gwendolyn Manor","Buckinghamshire","AB410LL","3530730344","no","20200422-297098-B0DD07","2006-01-11","064bef11c3d44e6e92a67174e703bca4","da52a483bb254abdb652d52357c00c69","(00274) 08891","09885 779175","zqbsyckg@egvohjnayx.ljo","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1976-10-02 01:03:11","20200422-297098-B0DD07","1997-10-24 19:06:09","1983-08-16 17:59:07"
"yes","Byron","Beier","Runte","Harefield","1889 Davis Islands","Waters Islands","Greater London","ML8 5YQ","6276051956","yes","20200421-400162-214B63","2007-05-17","d39ce92582554058870f6a6d06f49820","ef4907e45fd243fe9b79878b5ad98b8b","+44(0)3034 111298","(03402) 44234","zcyiusj@k.bmd","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2008-01-24 17:54:36","20200421-400162-214B63","1974-04-26 03:03:16","1983-02-07 12:39:29"
"yes","Versa","Charmaine","Olson","Bucknell","346 Ica Throughway","Emanuel Manors","Oxfordshire","DE249LB","8026978318","yes","20200519-737530-C12EE0","2005-10-09","25df8054fb46418a896bfb112e94bb96","09cd5890a50142a8aff523e93e7d4455","0439800017","03338 097117","envwtly@qgtvzwu.ior","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1985-11-12 12:18:58","20200519-737530-C12EE0","2003-12-20 09:38:03","2001-02-27 18:16:34"
"yes","Machelle","Doretha","Baumbach","City","164 Viridiana Club","Becker Hollow",NA,"NE244TZ","3770055284","no","20200421-476852-052BD8","2005-12-16","baa9bfcdd9a84868ab1bf0ed3607ba10","0ee0a2e86b204d1b8eafc335fcadf0c7","(01070) 660196","(06554) 051277","apwxlvyhz@tm.odz","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1990-06-07 13:28:02","20200421-476852-052BD8","1994-06-16 23:02:51","2008-02-07 04:12:01"
"yes","Gustavus","Dooley","Goyette-Lueilwitz","Orton","0092 Batz Vista Apt. 311","O'Reilly Ways","Moray","YO3 5WY","5513514513","no","20200518-667344-90EEEC","2005-12-09","396184c893fb478996d1b971a1cf42d6","ac102c1b80da48a58120b81a8baba68e","0688284827","+44(0)8129 98432","xmhbsa@whuvdanrix.qlr","YES, I KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1975-04-04 12:01:41","20200518-667344-90EEEC","2014-03-28 04:22:52","1973-07-04 07:32:36"
"yes","Anner","Tillman","Hamill","Stanely","714 Auer Street","Brisa Green","Renfrewshire","HU9 3AG","5488025767","yes","20200509-688606-0347A5","2006-07-31","5327b4163dca45d5ac1f427765bd8caa","398a5a865fc04612b63cd1c02044a66b","(08285) 53092","+44(0)4296 38138","jtvuxpcea@ahspjwv.ink","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2006-07-10 20:22:25","20200509-688606-0347A5","1986-12-09 10:06:29","2010-03-10 02:27:30"
"no","Joycelyn","Harvey","Gutmann","Fengate","0127 Kylee Manor Apt. 838","Tarah Causeway","Norfolk","BS345GA","3436600015","no","20200519-606636-79CB98","2006-09-08","d9b6f0e303bb477d8c6a4eee9954bce4","50a3ded4d9374b318eb522cca0c9583d","09559 996650","03350 590201","ur@uj.kmn","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2018-11-22 14:28:50","20200519-606636-79CB98","1984-10-22 11:34:57","2008-12-08 04:16:49"
"yes","Tayler","Jena","Hilpert","Lane Head","312 Jacobs Spurs","Bruen Pike",NA,"CW8 2NX","4869437992","yes","20200517-797551-6A2479","2005-09-13","c4acf13df41742a9b7487d28047f0b5f","7e61f7ec963c4c818ad445566dbafd82","+44(0)166572860","+44(0)3886 642875","vqyadwpfim@lgzdnqxc.nvw","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1975-11-10 05:41:15","20200517-797551-6A2479","1978-08-29 21:35:14","1974-03-14 18:33:31"
"no","Alisa","Grant","Lehner","Whaddon","7943 Conroy Way","Elaine Landing","Gloucestershire","LE142QU","2535450781","yes","20200506-475378-93B315","2007-05-12","ab5177eca92d4a3f94ed1e64d9ab8531","1756ced99ea447309220692044455e46","+44(0)5143 79595","+44(0)915986598","xvukzcf@xnbm.hdi","YES, I KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2015-05-29 07:01:43","20200506-475378-93B315","1980-12-15 08:18:21","1980-09-09 13:26:53"
"no","Eithel","Hayes","Pfeffer","Anderby","40053 Durgan Dam","Hammes Junction","Lincolnshire","OL4 4HW","7615909398","no","20200510-143394-C2A6E9","2006-05-13","be6fa903df674da3ab3da602748c1d4f","9c37987375ff48858a9c5e2e9c91c638","(04876) 28441","0301447499","elhrau@gqxdf.wkt","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1978-11-26 20:14:29","20200510-143394-C2A6E9","1980-07-11 18:24:18","1974-04-11 01:15:11"
"yes","Matteo","Leannon","Jacobs","Pailton","660 Feil Union Suite 896","Gennaro Manor","Warwickshire","DY149LA","8963034044","no","20200504-360616-204918","2006-02-27","2c500323def54509948e7e4ae3e47e55","27139e26ee324535bb9c7a53d854f677","06033 95714","(08578) 43653","huixqrgzcs@inhdogb.eop","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1982-03-20 06:22:47","20200504-360616-204918","2001-12-17 06:13:46","1977-10-23 23:05:49"
"yes","Monte","Morissette","Homenick","Copsale","69255 Mertz Throughway Apt. 792","Barrows Extensions","West Sussex","SE229LN","2376558415","no","20200429-866027-F726E1","2006-11-20","ef0ce7448a6a4d4bbddbf2087364c179","2c998bc0210b4353bd35778b2ee21046","0165695823","09395981036","mipkdln@tzkcs.vxo","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1993-05-21 08:18:44","20200429-866027-F726E1","1982-11-11 19:02:43","2000-02-02 19:40:38"
"yes","Cornel","Heidenreich-Nitzsche","GorczanyI","Amersham Common","681 Byron Burgs","Glover Lakes","Buckinghamshire","CW1 1HD","6326626729","no","20200503-208534-3239E5","2007-04-02","7fab8606500244ccac4e9a5e72965a7b","cdd04d27742f4c1cb3c9f245813beff6","(04093) 75821","0272455116","yxdpz@voq.byh","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1985-12-28 20:53:46","20200503-208534-3239E5","2010-08-21 09:25:47","1994-11-30 03:13:36"
"yes","Jaslene","Paula","Kunde-Dibbert","Thorpeness","65545 Thyra Crossroad","Magdalen Field","Suffolk","NE288JD","9894564292","yes","20200422-311339-36F9E2","2006-11-18","81e1959903084bdc887aa93a1c45f701","664e0c93e8474f59822e99a5bfeaee31","06865747768","+44(0)185059705","ca@wkseganr.vrh","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1976-03-26 11:56:07","20200422-311339-36F9E2","2008-10-28 19:46:55","1974-03-20 23:36:00"
"yes","Stoney","Bednar","Anderson","Upton upon Severn","676 Billy Isle","Hand Crest","Worcestershire","W1M 3JL","7856862683","no","20200515-349355-913823","2006-02-23","d4a82283e2444428b67bd5699d5cefda","05fb1dfdf92a4d888c8e5ecb135ae186","+44(0)6925615846","+44(0)0267 285354","cbwzhulq@itermg.fui","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2017-02-25 01:47:36","20200515-349355-913823","2009-10-31 04:44:28","2006-02-15 12:14:40"
"yes","Bethzy","Lindsey","Berge","Higher Broadhalgh","9757 Kindra Ranch Apt. 348","Jermain Cliff","Blackburn with Darwen","BT785EP","6636857220","yes","20200516-196513-60EBB6","2006-05-14","080388a7f61645c9ac988989db7094ce","02c8fa001136492c91412b477ee5213f","08543 775476","+44(0)9013 49912","zhuxg@asteihkrj.kqf","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2001-07-12 18:49:33","20200516-196513-60EBB6","2010-03-12 13:03:20","1998-06-14 13:18:21"
"yes","Anatole","Effertz-Cronin","UllrichII","Perham Down","87758 Laurie Way","Keebler Manor","Wiltshire","ST9 0EP","6472345167","yes","20200512-237903-0511FD","2005-09-18","00a64cadc2404aef96cd869630c016eb","aa201f1223524975928474ec9872fff4","(05927) 462694","+44(0)146175801","wplo@ubasxplnhe.ajs","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1993-12-27 16:59:27","20200512-237903-0511FD","1972-12-03 05:09:20","2013-01-10 22:14:41"
"yes","Lavenia","Bayer","Senger","Burnfoot","1598 Edmond View","Nathalie Lake","Scottish Borders","L15 0HE","9252384051","yes","20200503-614167-9A2382","2005-06-22","9f1f1dd85fa949b1b0dbdc136ce5bbfb","0c17efe88f7a4bea8797135c8f3079cc","05310 717753","+44(0)939571326","kgdtiaxfbw@alxtuyjez.lbu","YES, I KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2006-06-28 01:16:26","20200503-614167-9A2382","1989-11-04 12:02:20","1976-01-14 04:40:40"
"yes","Austyn","Parker","Crist","Bwlchgwyn","0063 Bruen Club","Sharyl Parkways","Wrecsam - Wrexham","BH212PB","7971335916","yes","20200517-426767-A8C26F","2007-04-01","54af46f49b5c41b688ac92380f3bc7c9","5d356b14a21a4209a5d43f329aa255b6","+44(0)7605086297","0792001147","rfnmsgpw@dnit.yzj","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1997-07-21 04:28:28","20200517-426767-A8C26F","2010-11-10 03:09:07","1973-07-19 02:52:22"
"yes","Fredy","Emard","Walter","Swarthdale","60120 Douglass Square Apt. 021","Philomena Camp","Lancashire","PA2 8QL","5757721086","yes","20200514-825007-23326D","2005-10-20","f0c65d059b6a4cccb18352c7342ea2f7","d76dbd6a7af94d5ea8182cf09a34bfc3","+44(0)2192 05495","(00001) 51633","gl@ek.vwt","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2012-05-30 21:04:25","20200514-825007-23326D","1995-09-17 08:51:16","2000-01-05 05:49:57"
"yes","Jamie","Weissnat","Morar","Manvers","2586 Nicole Ways Suite 398","Phoenix Club",NA,"LS9 8RA","9917459944","yes","20200506-270975-53AD9A","2006-03-10","5979b15bf9544d5e951e50d1ad1d56d7","26abc8ac59954e608c1525f5ce830e50","0649819395","0648201428","lop@davhlrg.jrv","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1988-09-24 01:35:37","20200506-270975-53AD9A","2000-06-03 08:40:46","2006-06-07 16:09:04"
"no","Elfrieda","Casper","Hyatt","St Kew Highway","23182 Stark Harbor Apt. 640","Josie Crossroad","Cornwall","L10 6LZ","8011776081","yes","20200421-580390-061A04","2006-10-08","ee3925a0e4c148a9ad6d8a637f54e762","00c942d1d7e7436496cbe04286a1345c","08050917890","+44(0)8534 81057","nkcgmua@del.plo","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2009-09-28 21:43:34","20200421-580390-061A04","2004-06-24 17:30:46","2018-08-20 22:30:39"
"no","Christ","Sporer","Rempel","Pollokshaws","260 Hubert Ridge","Hessel Fords","Glasgow City","NE242LB","8027024090","yes","20200504-625392-992655","2005-07-17","95d48f6b65654d77bff01fdd6e328ebf","66bedbb6e6a34ad190b9738b3c394be3","05047 024655","+44(0)036268880","wvju@qlemstcy.nme","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2013-05-08 04:12:43","20200504-625392-992655","1972-04-23 16:47:53","2009-12-02 18:15:57"
"no","Lella","Johns","Ankunding","Gullane","9304 Osinski Alley Suite 916","Carroll Garden","East Lothian","RH192WQ","8408346355","no","20200505-122890-F066A6","2005-06-08","0ef6dd4641314ad8977c62ec17e30822","5b51b4ffd4474be3ade809739c20fb52","+44(0)8706 66811","+44(0)6656 65047","sm@kbymn.ust","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2003-04-16 07:18:38","20200505-122890-F066A6","2012-02-16 09:50:29","2008-11-25 22:33:28"
"no","Ruffus","Balistreri","Ledner","Aber-Clydach","019 Kiersten Brooks","Kautzer Junction","Abertawe - Swansea","FY4 3HG","8440042084","yes","20200426-115046-775286","2005-12-25","7fd1bc48498b4f2aae6e934c38bac42a","0b05506c7ea54d08994db4251a6b63c8","+44(0)2230902838","+44(0)7483 227108","dk@aqyd.pac","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1978-07-23 02:19:17","20200426-115046-775286","2013-08-28 09:34:17","2008-03-24 23:04:01"
"yes","Vernal","Crist","Pagac","Lower Westwood","38700 Terry Crossing Apt. 993","Kathyrn Parkways","Wiltshire","ML5 4EU","6647088666","no","20200502-276277-27036A","2007-05-20","7fb8b3f633de4404b63d2225d2550102","178278be954640778c5942e33ab77a67","00617 104111","+44(0)311482564","f@x.btm","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1997-07-11 13:27:22","20200502-276277-27036A","1975-01-08 17:43:11","2018-09-12 01:50:29"
